Hour,Access,Alcohol,Align,Day,Hit,Light,Collision,Interection,Weather,ADT,Num Lanes,Pav Width,Dr Age,Dr Cond.,Dr Distract,Dr Gender,Num Occ,Veh Year,Violations,Ped Age,Ped Cond.,Ped Inj.,Ped Gender
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,55-64,Normal,Unk,Female,One,2001-2010,No Violations,15-24,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Female,One,2001-2010,No Violations,45-54,Unk,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Male
6PM-12AM,No Control,FALSE,Curve-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Unk,Male,One,2001-2010,Careless Operation,25-34,Inattentive/Distracted,Moderate,Female
12AM-6AM,Unk,FALSE,Straight-Level,Weekend,TRUE,Unk,Unk,FALSE,Clear,2001-5000,Four,Very Wide,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Unk,Moderate,Male
12PM-6PM,No Control,TRUE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,One,1991-2000,No Violations,45-54,Impaired,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Unk,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,1990 and Before,No Violations,25-34,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Unk,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,1990 and Before,No Violations,25-34,Normal,Moderate,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Abnormal,Over 10000,Two,Wide,15-24,Other,Not Distracted,Female,One,2001-2010,Unk,25-34,Inattentive/Distracted,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Normal,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Other,Unk,Male,Two,2001-2010,Improper Backing,25-34,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,2001-5000,Two,Wide,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Female
6PM-12AM,No Control,FALSE,Curve-Level,Weekday,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Right Turn,TRUE,Clear,Unk,No Info.,Unk,65-74,Normal,Unk,Male,One,1990 and Before,No Violations,Unk,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,1991-2000,No Violations,Unk,Inattentive/Distracted,Moderate,Female
6AM-12PM,No Control,FALSE,Curve-Level,Weekend,FALSE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,1991-2000,No Violations,35-44,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Head-On,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,Unk,No Info.,Unk,65-74,Other,Outside Vehicle,Male,One,2001-2010,Careless Operation,15-24,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Outside Vehicle,Male,Two,2001-2010,Careless Operation,35-44,Normal,Complaint,Female
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Careless Operation,Unk,Unk,No Injury,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,25-34,Unk,Complaint,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - No Street Lights,Unk,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,Unk,Unk,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,TRUE,Clear,0-1000,Two,Narrow,25-34,Normal,Not Distracted,Male,One,2001-2010,No Violations,25-34,Inattentive/Distracted,Moderate,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Female,Three,1991-2000,No Violations,25-34,Impaired,Moderate,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,55-64,Unk,Moderate,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,25-34,Inattentive/Distracted,Severe,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Unk,Female,Two,2001-2010,No Violations,25-34,Impaired,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,65-74,Normal,Not Distracted,Male,Two,2001-2010,Unk,Unk,Normal,Moderate,Female
6AM-12PM,No Control,FALSE,Curve-Level,Weekend,TRUE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Unk,Female,One,2001-2010,Careless Operation,15-24,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Turn,TRUE,Clear,5001-10000,Two,Narrow,45-54,Normal,Unk,Female,One,2001-2010,Failure To Yield,55-64,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,Two,1991-2000,No Violations,Unk,Inattentive/Distracted,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Outside Vehicle,Male,One,1991-2000,No Violations,15-24,Unk,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Outside Vehicle,Male,One,1991-2000,No Violations,15-24,Unk,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,5001-10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,15-24,Inattentive/Distracted,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Outside Vehicle,Male,One,2001-2010,Unk,25-34,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Sideswipe,FALSE,Abnormal,Over 10000,Four,Very Wide,25-34,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Careless Operation,45-54,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,FALSE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,75-Inf,Normal,Not Distracted,Female,One,1991-2000,No Violations,25-34,Inattentive/Distracted,Severe,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,75-Inf,Normal,Not Distracted,Female,One,1991-2000,No Violations,Unk,Unk,Severe,Male
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Male,One,2001-2010,No Violations,25-34,Impaired,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,"Dusk, Dawn",Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Not Distracted,Female,One,1991-2000,Careless Operation,Unk,Normal,Complaint,Male
6AM-12PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Left Turn,TRUE,Clear,Over 10000,Four,Very Wide,15-24,Inattentive/Distracted,Not Distracted,Male,Two,2001-2010,Failure To Yield,55-64,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,FALSE,Clear,Over 10000,Two,Narrow,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Unk,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Moderate,Female
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Impaired,Complaint,Male
6AM-12PM,No Control,FALSE,On Grade,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,Over 10000,Four,Very Wide,65-74,Normal,Not Distracted,Female,Two,2001-2010,No Violations,15-24,Unk,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Female
6AM-12PM,Partial Control,FALSE,Curve-Level,Weekend,TRUE,Unk,Single Vehicle,FALSE,Unk,Unk,No Info.,Unk,25-34,Unk,Unk,Male,One,2001-2010,Exceeding Safe Speed Limit,45-54,Unk,Fatal,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Normal,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Female,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Male
6AM-12PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,5001-10000,Two,Wide,25-34,Inattentive/Distracted,Cell Phone,Male,One,1991-2000,Careless Operation,45-54,Normal,Moderate,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,5001-10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,Two,2001-2010,No Violations,25-34,Impaired,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,TRUE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Unk,Female,One,1991-2000,Improper Backing,45-54,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Over 10000,Six,Very Wide,65-74,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,No Violations,15-24,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Curve-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Not Distracted,Female,Two,2001-2010,Driver Condition,45-54,Inattentive/Distracted,Moderate,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Unk,Male,One,1991-2000,Careless Operation,15-24,Inattentive/Distracted,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - No Street Lights,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Careless Operation,35-44,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,1991-2000,No Violations,15-24,Normal,Moderate,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Unk,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,55-64,Normal,Not Distracted,Female,One,2001-2010,No Violations,35-44,Inattentive/Distracted,No Injury,Male
6PM-12AM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,75-Inf,Normal,Not Distracted,Male,One,2001-2010,No Violations,25-34,Unk,Fatal,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Cell Phone,Female,One,2001-2010,Careless Operation,15-24,Normal,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Cell Phone,Female,One,2001-2010,Careless Operation,15-24,Normal,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Abnormal,Unk,No Info.,Unk,35-44,Inattentive/Distracted,Cell Phone,Female,One,2001-2010,Careless Operation,15-24,Normal,Severe,Male
6PM-12AM,No Control,FALSE,Curve-Level,Weekday,FALSE,Dark - Street Light,Sideswipe,TRUE,Clear,Over 10000,Four,Very Wide,25-34,Inattentive/Distracted,Unk,Male,One,2001-2010,Disregarded Traffic Control,Unk,Unk,No Injury,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,65-74,Normal,Not Distracted,Male,One,2001-2010,Careless Operation,75-Inf,Normal,Moderate,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Rear End,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Inattentive/Distracted,Not Distracted,Male,One,2001-2010,Careless Operation,55-64,Inattentive/Distracted,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,35-44,Illness,Moderate,Male
12PM-6PM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,FALSE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Not Distracted,Male,One,2001-2010,Failure To Yield,35-44,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Unk,Male,Two,2001-2010,Unk,65-74,Unk,Severe,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,FALSE,Clear,Over 10000,Six,Very Wide,35-44,Impaired,Not Distracted,Male,One,1991-2000,No Violations,25-34,Inattentive/Distracted,Severe,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,65-74,Inattentive/Distracted,Not Distracted,Female,One,2001-2010,Careless Operation,25-34,Impaired,Complaint,Male
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,45-54,Unk,Not Distracted,Female,Four,1991-2000,No Violations,45-54,Unk,Severe,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,65-74,Inattentive/Distracted,Not Distracted,Female,One,2001-2010,Careless Operation,65-74,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,65-74,Inattentive/Distracted,Not Distracted,Female,One,2001-2010,Careless Operation,45-54,Normal,Moderate,Male
6PM-12AM,Full Control,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Over 10000,Four,Very Wide,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,55-64,Inattentive/Distracted,Fatal,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Sideswipe,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Unk,Female,One,2001-2010,Careless Operation,Unk,Unk,No Injury,Unk
12AM-6AM,Partial Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Not Distracted,Female,Three,2001-2010,Unk,15-24,Normal,Moderate,Female
12AM-6AM,Partial Control,FALSE,Straight-Level,Weekday,TRUE,Dark - Street Light,Unk,TRUE,Abnormal,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Not Distracted,Female,Three,2001-2010,Unk,15-24,Normal,Moderate,Female
6PM-12AM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Male,One,2001-2010,Unk,15-24,Normal,Complaint,Female
12AM-6AM,No Control,TRUE,Straight-Level,Weekday,FALSE,Dark - Street Light,Right Angle,TRUE,Clear,Over 10000,Four,Very Wide,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Impaired,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Complaint,Female
6AM-12PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,55-64,Normal,Outside Vehicle,Male,One,2001-2010,No Violations,Unk,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,TRUE,Curve-Level,Weekday,TRUE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,45-54,Impaired,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Inside Vehi.,Female,One,1991-2000,Driver Condition,15-24,Normal,Moderate,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Sideswipe,TRUE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Male,One,1991-2000,No Violations,55-64,Inattentive/Distracted,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Unk,Unk,Male,One,1991-2000,Driving Left Of Center,25-34,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - Street Light,Unk,FALSE,Clear,Over 10000,Two,Very Wide,35-44,Normal,Not Distracted,Female,Four,2001-2010,No Violations,Unk,Unk,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,"Dusk, Dawn",Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Inattentive/Distracted,Unk,Unk,One,Unk ,Careless Operation,75-Inf,Normal,Moderate,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Unk,TRUE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,55-64,Normal,Moderate,Male
12AM-6AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Dark - Street Light,Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,45-54,Normal,Not Distracted,Male,One,2001-2010,No Violations,55-64,Normal,Complaint,Female
12AM-6AM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,45-54,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Careless Operation,15-24,Normal,Severe,Female
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,Four,2001-2010,No Violations,Unk,Normal,Complaint,Female
12AM-6AM,Unk,FALSE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Unk,FALSE,Clear,Unk,No Info.,Unk,15-24,Unk,Outside Vehicle,Female,Two,2001-2010,Unk,15-24,Unk,Moderate,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Female,Three,2001-2010,No Violations,Unk,Inattentive/Distracted,Moderate,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Right Angle,TRUE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Unk,Unk,Normal,Complaint,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Unk,Unk,Female,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,2001-5000,Two,Narrow,15-24,Other,Outside Vehicle,Female,One,1991-2000,Careless Operation,35-44,Inattentive/Distracted,Moderate,Male
12PM-6PM,Partial Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,5001-10000,Two,Wide,45-54,Unk,Unk,Female,One,2001-2010,Unk,45-54,Unk,Complaint,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,TRUE,Clear,Over 10000,Four,Very Wide,35-44,Normal,Not Distracted,Female,Two,2001-2010,No Violations,45-54,Unk,Fatal,Male
12AM-6AM,No Control,TRUE,Straight-Level,Weekend,TRUE,Dark - Street Light,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,Unk,Unk,Unk,Unk,One,Unk ,Unk,15-24,Impaired,Severe,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Right Angle,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Inattentive/Distracted,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Not Distracted,Male,One,1991-2000,Disregarded Traffic Control,35-44,Normal,Complaint,Female
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Inattentive/Distracted,Outside Vehicle,Female,One,2001-2010,Careless Operation,35-44,Normal,Moderate,Male
6PM-12AM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,35-44,Normal,Not Distracted,Male,One,2001-2010,No Violations,15-24,Normal,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,TRUE,Abnormal,5001-10000,Four,Very Wide,15-24,Inattentive/Distracted,Not Distracted,Female,One,2001-2010,Failure To Yield,55-64,Normal,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekend,FALSE,Daylight,Single Vehicle,FALSE,Clear,5001-10000,Two,Wide,25-34,Normal,Not Distracted,Male,One,2001-2010,No Violations,25-34,Normal,Complaint,Male
6PM-12AM,Partial Control,TRUE,Straight-Level,Weekend,FALSE,Dark - No Street Lights,Single Vehicle,FALSE,Clear,Unk,No Info.,Unk,15-24,Normal,Not Distracted,Male,One,2001-2010,No Violations,45-54,Impaired,Moderate,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,TRUE,Clear,Unk,No Info.,Unk,25-34,Inattentive/Distracted,Unk,Female,One,1991-2000,Failure To Yield,Unk,Normal,No Injury,Male
6AM-12PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Over 10000,Four,Very Wide,25-34,Normal,Not Distracted,Female,One,2001-2010,No Violations,15-24,Unk,Fatal,Female
6PM-12AM,No Control,TRUE,Straight-Level,Weekday,FALSE,"Dusk, Dawn",Single Vehicle,TRUE,Clear,Unk,No Info.,Unk,65-74,Normal,Not Distracted,Female,One,2001-2010,No Violations,45-54,Impaired,Complaint,Male
12PM-6PM,No Control,FALSE,Straight-Level,Weekday,FALSE,Daylight,Unk,FALSE,Clear,Unk,No Info.,Unk,25-34,Normal,Not Distracted,Female,One,2001-2010,Unk,15-24,Normal,Complaint,Female
6PM-12AM,No Control,FALSE,Straight-Level,Weekday,TRUE,Dark - No Street Lights,Unk,TRUE,Clear,Unk,No Info.,Unk,45-54,Unk,Not Distracted,Male,One,1991-2000,No Violations,45-54,Normal,Severe,Male
